1,512,fast_pipe,859
1,512,fast_event,672
1,512,fast_spin,4132
1,512,raw_pipe,1046
1,1024,fast_pipe,1717
1,1024,fast_event,1342
1,1024,fast_spin,7279
1,1024,raw_pipe,2243
1,4096,fast_pipe,6481
1,4096,fast_event,4628
1,4096,fast_spin,17831
1,4096,raw_pipe,7195
1,8192,fast_pipe,10485
1,8192,fast_event,8251
1,8192,fast_spin,22975
1,8192,raw_pipe,7680
1,16384,fast_pipe,13675
1,16384,fast_event,12211
1,16384,fast_spin,24290
1,16384,raw_pipe,7194
1,32768,fast_pipe,18073
1,32768,fast_event,17046
1,32768,fast_spin,25976
1,32768,raw_pipe,8253
1,65536,fast_pipe,17984
1,65536,fast_event,16584
1,65536,fast_spin,25137
1,65536,raw_pipe,7770
1,131072,fast_pipe,17370
1,131072,fast_event,16939
1,131072,fast_spin,24532
1,131072,raw_pipe,8121
1,262144,fast_pipe,17189
1,262144,fast_event,15934
1,262144,fast_spin,23650
1,262144,raw_pipe,8162
1,524288,fast_pipe,16951
1,524288,fast_event,16250
1,524288,fast_spin,22991
1,524288,raw_pipe,7720
1,1048576,fast_pipe,16777
1,1048576,fast_event,15849
1,1048576,fast_spin,23821
1,1048576,raw_pipe,7959
1,2097152,fast_pipe,17432
1,2097152,fast_event,15434
1,2097152,fast_spin,22432
1,2097152,raw_pipe,7822
2,512,fast_pipe,1660
2,512,fast_event,1265
2,512,fast_spin,3889
2,512,raw_pipe,2008
2,1024,fast_pipe,3340
2,1024,fast_event,2563
2,1024,fast_spin,6915
2,1024,raw_pipe,4258
2,4096,fast_pipe,11741
2,4096,fast_event,8569
2,4096,fast_spin,29259
2,4096,raw_pipe,11687
2,8192,fast_pipe,17862
2,8192,fast_event,13311
2,8192,fast_spin,28448
2,8192,raw_pipe,11106
2,16384,fast_pipe,24911
2,16384,fast_event,19360
2,16384,fast_spin,30741
2,16384,raw_pipe,14223
2,32768,fast_pipe,31038
2,32768,fast_event,29205
2,32768,fast_spin,43359
2,32768,raw_pipe,14596
2,65536,fast_pipe,31334
2,65536,fast_event,29445
2,65536,fast_spin,39668
2,65536,raw_pipe,13935
2,131072,fast_pipe,31992
2,131072,fast_event,29885
2,131072,fast_spin,42307
2,131072,raw_pipe,14410
2,262144,fast_pipe,30615
2,262144,fast_event,28550
2,262144,fast_spin,39341
2,262144,raw_pipe,14745
2,524288,fast_pipe,29943
2,524288,fast_event,28243
2,524288,fast_spin,39760
2,524288,raw_pipe,14191
2,1048576,fast_pipe,28363
2,1048576,fast_event,27530
2,1048576,fast_spin,38725
2,1048576,raw_pipe,13756
2,2097152,fast_pipe,22340
2,2097152,fast_event,22894
2,2097152,fast_spin,28562
2,2097152,raw_pipe,12078
3,512,fast_pipe,2432
3,512,fast_event,1778
3,512,fast_spin,5268
3,512,raw_pipe,2842
3,1024,fast_pipe,4874
3,1024,fast_event,3482
3,1024,fast_spin,9011
3,1024,raw_pipe,5724
3,4096,fast_pipe,15422
3,4096,fast_event,9509
3,4096,fast_spin,18381
3,4096,raw_pipe,15679
3,8192,fast_pipe,18785
3,8192,fast_event,13886
3,8192,fast_spin,23623
3,8192,raw_pipe,17913
3,16384,fast_pipe,26600
3,16384,fast_event,20340
3,16384,fast_spin,29914
3,16384,raw_pipe,19199
3,32768,fast_pipe,37398
3,32768,fast_event,31169
3,32768,fast_spin,35138
3,32768,raw_pipe,17310
3,65536,fast_pipe,33366
3,65536,fast_event,28321
3,65536,fast_spin,38970
3,65536,raw_pipe,19764
3,131072,fast_pipe,37836
3,131072,fast_event,34059
3,131072,fast_spin,33876
3,131072,raw_pipe,19712
3,262144,fast_pipe,35204
3,262144,fast_event,33929
3,262144,fast_spin,35192
3,262144,raw_pipe,19951
3,524288,fast_pipe,34142
3,524288,fast_event,33501
3,524288,fast_spin,40779
3,524288,raw_pipe,19479
3,1048576,fast_pipe,22475
3,1048576,fast_event,26018
3,1048576,fast_spin,23425
3,1048576,raw_pipe,16277
3,2097152,fast_pipe,10795
3,2097152,fast_event,13600
3,2097152,fast_spin,11410
3,2097152,raw_pipe,11048
4,512,fast_pipe,2937
4,512,fast_event,2230
4,512,fast_spin,8127
4,512,raw_pipe,3450
4,1024,fast_pipe,5833
4,1024,fast_event,4057
4,1024,fast_spin,9848
4,1024,raw_pipe,7270
4,4096,fast_pipe,18152
4,4096,fast_event,11960
4,4096,fast_spin,33469
4,4096,raw_pipe,20445
4,8192,fast_pipe,34015
4,8192,fast_event,18725
4,8192,fast_spin,35830
4,8192,raw_pipe,20732
4,16384,fast_pipe,39799
4,16384,fast_event,25408
4,16384,fast_spin,36561
4,16384,raw_pipe,21830
4,32768,fast_pipe,47724
4,32768,fast_event,47591
4,32768,fast_spin,31742
4,32768,raw_pipe,24771
4,65536,fast_pipe,43323
4,65536,fast_event,35114
4,65536,fast_spin,49923
4,65536,raw_pipe,22771
4,131072,fast_pipe,52994
4,131072,fast_event,35258
4,131072,fast_spin,35175
4,131072,raw_pipe,24776
4,262144,fast_pipe,40685
4,262144,fast_event,35127
4,262144,fast_spin,46152
4,262144,raw_pipe,22377
4,524288,fast_pipe,32794
4,524288,fast_event,34011
4,524288,fast_spin,39301
4,524288,raw_pipe,20001
4,1048576,fast_pipe,21911
4,1048576,fast_event,17645
4,1048576,fast_spin,24032
4,1048576,raw_pipe,13364
4,2097152,fast_pipe,8660
4,2097152,fast_event,9618
4,2097152,fast_spin,8412
4,2097152,raw_pipe,8986
5,512,fast_pipe,3558
5,512,fast_event,2527
5,512,fast_spin,7486
5,512,raw_pipe,4818
5,1024,fast_pipe,7297
5,1024,fast_event,4892
5,1024,fast_spin,11054
5,1024,raw_pipe,8280
5,4096,fast_pipe,35162
5,4096,fast_event,15644
5,4096,fast_spin,29034
5,4096,raw_pipe,20025
5,8192,fast_pipe,36478
5,8192,fast_event,19276
5,8192,fast_spin,50157
5,8192,raw_pipe,20800
5,16384,fast_pipe,49614
5,16384,fast_event,29508
5,16384,fast_spin,38246
5,16384,raw_pipe,23026
5,32768,fast_pipe,48425
5,32768,fast_event,37413
5,32768,fast_spin,47027
5,32768,raw_pipe,20863
5,65536,fast_pipe,50692
5,65536,fast_event,43383
5,65536,fast_spin,53489
